methylation_gene__GENE_DGUOK,methylation_gene__GENE_TMEM109,rnaseq_gene__GENE_C11ORF40,rnaseq_gene__GENE_CDY1B,rnaseq_gene__GENE_CDY2B,rnaseq_gene__GENE_CSPG4P2Y,rnaseq_gene__GENE_CT47A1,rnaseq_gene__GENE_CT47A10,rnaseq_gene__GENE_CT47A6,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_CT47A9,rnaseq_gene__GENE_DEFB110,rnaseq_gene__GENE_DEFB121,rnaseq_gene__GENE_DEFB127,rnaseq_gene__GENE_FKSG73,rnaseq_gene__GENE_GLYCAM1,rnaseq_gene__GENE_GPHB5,rnaseq_gene__GENE_KRTAP12-3,rnaseq_gene__GENE_KRTAP15-1,rnaseq_gene__GENE_KRTAP19-4,rnaseq_gene__GENE_KRTAP20-3,rnaseq_gene__GENE_LCE3C,rnaseq_gene__GENE_MS4A5,rnaseq_gene__GENE_OR10K1,rnaseq_gene__GENE_OR10Z1,rnaseq_gene__GENE_OR1S1,rnaseq_gene__GENE_OR1S2,rnaseq_gene__GENE_OR2M7,rnaseq_gene__GENE_OR2T1,rnaseq_gene__GENE_OR2T27,rnaseq_gene__GENE_OR2T29,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_OR4B1,rnaseq_gene__GENE_OR4C12,rnaseq_gene__GENE_OR4C45,rnaseq_gene__GENE_OR4D11,rnaseq_gene__GENE_OR4D9,rnaseq_gene__GENE_OR4K15,rnaseq_gene__GENE_OR4K2,rnaseq_gene__GENE_OR4K5,rnaseq_gene__GENE_OR4S2,rnaseq_gene__GENE_OR51G1,rnaseq_gene__GENE_OR5AS1,rnaseq_gene__GENE_OR5F1,rnaseq_gene__GENE_OR6Y1,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_OR8I2,rnaseq_gene__GENE_OR8J1,rnaseq_gene__GENE_PRAMEF17,rnaseq_gene__GENE_PRLH,rnaseq_gene__GENE_RBMY1A3P,rnaseq_gene__GENE_RBMY1E,rnaseq_gene__GENE_RBMY1F,rnaseq_gene__GENE_RBMY1J,rnaseq_gene__GENE_RBMY2FP,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_SCARNA23,rnaseq_gene__GENE_SCARNA27,rnaseq_gene__GENE_SNAR-A13,rnaseq_gene__GENE_SNAR-A2,rnaseq_gene__GENE_SNAR-C3,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_SNAR-F,rnaseq_gene__GENE_SNORA11B,rnaseq_gene__GENE_SNORA70C,rnaseq_gene__GENE_SPACA1,rnaseq_gene__GENE_SPANXN4,rnaseq_gene__GENE_SPINK14,rnaseq_gene__GENE_SPINT4,rnaseq_gene__GENE_TAAR2,rnaseq_gene__GENE_TEX28,rnaseq_gene__GENE_TEX36-AS1,rnaseq_gene__GENE_TSPY3,rnaseq_gene__GENE_TTTY21,rnaseq_gene__GENE_TTTY6B,target
0.7812585,-0.16506466,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,-0.3309102,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,1
0.24506365,-0.28552088,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,2.979032,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,-0.3309102,9.811248,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,1
0.6210351,-0.02775631,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,-0.3309102,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,1
-0.38333648,-0.08207857,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,-0.3309102,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,2.8460963,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,1
-0.70642567,-0.22079678,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,8.253562,-0.11802022,-0.088503554,-0.10281369,-0.3309102,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,1.0045707,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,1
0.8773186,-0.2236612,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,0.86740255,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,-0.3309102,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,1
-0.12670557,-0.119134694,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,-0.3309102,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,1
0.0,0.0,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,1.7505239,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,0.9529318,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,0
0.29399732,-0.25995374,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,-0.3309102,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,0
-0.9299188,-0.05495918,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,2.2265077,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,1
0.022964295,-0.19073445,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,2.3382194,-0.088503554,-0.10281369,-0.3309102,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,0
-0.92655385,-0.053313166,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,-0.3309102,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,0
-1.1725972,-0.14476249,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,-0.3309102,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,1
-1.0115174,-0.1906966,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,-0.3309102,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,0
-0.48156232,-0.08346714,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,3.3473988,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,0.6897995,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,0
0.22181796,-0.030661669,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,1.2839738,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,0.7728937,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,1
-0.7027046,-0.15002662,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,2.1154819,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,0
-1.0985442,-0.1606676,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,0.6501369,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,1
0.28354105,-0.09593861,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,-0.3309102,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,1
-0.47034213,-0.06634007,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,-0.3309102,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,0
-0.3576145,-0.13786724,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,-0.3309102,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,1.0092105,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,1
-0.65169376,0.049813177,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,-0.3309102,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,1
-0.6151115,-0.028067397,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,2.7904916,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,-0.3309102,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,1
0.9032296,0.12803708,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.0422333,0.0,-0.030400895,-0.030400895,0.0,-0.0420995,-0.030400896,-0.030400893,-0.06138558,-0.21623045,-0.06327252,-0.060656108,-0.055652253,0.0,0.0,-0.062246185,-0.069158584,-0.077480294,-0.059134748,-0.050438117,-0.074266955,-0.11696981,-0.06331775,-0.050521668,-0.030400898,-0.083192356,-0.04482511,-0.11426283,-0.11802022,-0.088503554,-0.10281369,-0.3309102,-0.09375395,-0.061190005,-0.057956457,-0.06812416,-0.054283794,-0.07109857,-0.05578129,-0.057666454,-0.051938124,-0.078655936,-0.040199555,-0.43909836,-0.030400895,-0.030400895,-0.030400896,-0.04061949,-0.039873518,-0.030400895,-0.078748696,-0.060664564,-0.030400895,-0.030400896,0.0,-0.050053358,-0.030400896,-0.082764626,0.0,-0.10053951,-0.050725356,-0.13659652,-0.04297243,-0.04645165,-0.030400895,-0.057560377,-0.04756436,-0.030400895,0.0,0
