rank,feature_id,modality
1,rnaseq_gene::GENE:SNORA70C,rnaseq_gene
2,rnaseq_gene::GENE:CT47A7,rnaseq_gene
3,rnaseq_gene::GENE:CT47A11,rnaseq_gene
4,rnaseq_gene::GENE:SPINK14,rnaseq_gene
5,rnaseq_gene::GENE:SPANXN4,rnaseq_gene
6,rnaseq_gene::GENE:SCARNA27,rnaseq_gene
7,rnaseq_gene::GENE:DEFB127,rnaseq_gene
8,rnaseq_gene::GENE:SPACA1,rnaseq_gene
9,rnaseq_gene::GENE:OR4S2,rnaseq_gene
10,rnaseq_gene::GENE:TTTY6B,rnaseq_gene
11,rnaseq_gene::GENE:KRTAP20-3,rnaseq_gene
12,rnaseq_gene::GENE:TTTY18,rnaseq_gene
13,rnaseq_gene::GENE:LCN9,rnaseq_gene
14,rnaseq_gene::GENE:LGALS13,rnaseq_gene
15,rnaseq_gene::GENE:SNORA36A,rnaseq_gene
16,methylation_gene::GENE:FHOD3,methylation_gene
17,methylation_gene::GENE:VEGFB,methylation_gene
18,methylation_gene::GENE:MAP3K11,methylation_gene
19,methylation_gene::GENE:GALE,methylation_gene
20,methylation_gene::GENE:TMEM177,methylation_gene
21,methylation_gene::GENE:HIST1H4C,methylation_gene
22,methylation_gene::GENE:FBXL2,methylation_gene
23,rnaseq_gene::GENE:FAM99B,rnaseq_gene
24,methylation_gene::GENE:ZNF596;RPL23AP53,methylation_gene
25,methylation_gene::GENE:HIC1,methylation_gene
26,methylation_gene::GENE:ACPL2,methylation_gene
27,methylation_gene::GENE:NR4A2,methylation_gene
28,methylation_gene::GENE:ATP5E,methylation_gene
29,methylation_gene::GENE:MANBA,methylation_gene
30,rnaseq_gene::GENE:DEFA6,rnaseq_gene
31,methylation_gene::GENE:SERPINB6,methylation_gene
32,rnaseq_gene::GENE:ADAD1,rnaseq_gene
33,rnaseq_gene::GENE:TTTY20,rnaseq_gene
34,methylation_gene::GENE:TARS,methylation_gene
35,methylation_gene::GENE:ZNF33B,methylation_gene
36,rnaseq_gene::GENE:NPS,rnaseq_gene
37,methylation_gene::GENE:RMND5A,methylation_gene
38,methylation_gene::GENE:SRD5A1;NSUN2,methylation_gene
39,methylation_gene::GENE:EMP1,methylation_gene
40,methylation_gene::GENE:ZNF624,methylation_gene
41,methylation_gene::GENE:TOMM40L,methylation_gene
42,methylation_gene::GENE:WDR5B,methylation_gene
43,methylation_gene::GENE:RAB6B,methylation_gene
44,methylation_gene::GENE:TMED10,methylation_gene
45,methylation_gene::GENE:PRC1,methylation_gene
46,methylation_gene::GENE:IQCC,methylation_gene
47,rnaseq_gene::GENE:SSX9P,rnaseq_gene
48,methylation_gene::GENE:RSAD2,methylation_gene
49,methylation_gene::GENE:ZNF787,methylation_gene
50,rnaseq_gene::GENE:SPINT4,rnaseq_gene
51,methylation_gene::GENE:SETD3;CCNK,methylation_gene
52,methylation_gene::GENE:ARL13B,methylation_gene
53,methylation_gene::GENE:LRRFIP2,methylation_gene
54,methylation_gene::GENE:ATP8B2;AQP10,methylation_gene
55,methylation_gene::GENE:TRIB3,methylation_gene
56,methylation_gene::GENE:GEMIN6,methylation_gene
57,methylation_gene::GENE:YIF1A,methylation_gene
58,methylation_gene::GENE:ZNF84,methylation_gene
59,methylation_gene::GENE:AARS;EXOSC6,methylation_gene
60,methylation_gene::GENE:C3ORF23,methylation_gene
61,methylation_gene::GENE:PVRL3,methylation_gene
62,methylation_gene::GENE:ZBTB12,methylation_gene
63,methylation_gene::GENE:EPN2,methylation_gene
64,methylation_gene::GENE:HERC5,methylation_gene
65,methylation_gene::GENE:HIST1H1C,methylation_gene
66,methylation_gene::GENE:CAMK2D,methylation_gene
67,methylation_gene::GENE:NRCAM,methylation_gene
68,methylation_gene::GENE:RASA1,methylation_gene
69,methylation_gene::GENE:FBXW8,methylation_gene
70,methylation_gene::GENE:SLC16A1,methylation_gene
71,rnaseq_gene::GENE:NOX3,rnaseq_gene
72,rnaseq_gene::GENE:DEFB115,rnaseq_gene
73,methylation_gene::GENE:SCRN3;CIR1,methylation_gene
74,methylation_gene::GENE:SORBS1,methylation_gene
75,methylation_gene::GENE:C9ORF3,methylation_gene
76,methylation_gene::GENE:ANXA5,methylation_gene
77,methylation_gene::GENE:SQLE,methylation_gene
78,methylation_gene::GENE:PREB,methylation_gene
79,methylation_gene::GENE:PLEKHJ1;SF3A2,methylation_gene
80,methylation_gene::GENE:SIK1,methylation_gene
81,methylation_gene::GENE:SNRPG,methylation_gene
82,methylation_gene::GENE:MAN1A1,methylation_gene
83,methylation_gene::GENE:ANG;RNASE4,methylation_gene
84,rnaseq_gene::GENE:BHLHE23,rnaseq_gene
85,methylation_gene::GENE:TP53I11,methylation_gene
86,methylation_gene::GENE:PON2,methylation_gene
87,methylation_gene::GENE:FICD,methylation_gene
88,methylation_gene::GENE:ZNF672,methylation_gene
89,methylation_gene::GENE:EDEM3,methylation_gene
90,methylation_gene::GENE:PARVB,methylation_gene
91,methylation_gene::GENE:SLC25A29;MIR345,methylation_gene
92,methylation_gene::GENE:WDR18,methylation_gene
93,methylation_gene::GENE:FADS1;MIR1908,methylation_gene
94,methylation_gene::GENE:ACSL1,methylation_gene
95,methylation_gene::GENE:CDC14A,methylation_gene
96,rnaseq_gene::GENE:LGALS14,rnaseq_gene
97,methylation_gene::GENE:C17ORF59,methylation_gene
98,methylation_gene::GENE:PHYH,methylation_gene
99,methylation_gene::GENE:SYNGR1,methylation_gene
100,methylation_gene::GENE:SPATA13,methylation_gene
